"value","description","date","geography","sex","age","source_file"
433364,"patients waiting less than 26 weeks (all stages of pathway)",2025-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
431200,"patients waiting less than 26 weeks (all stages of pathway)",2025-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
435709,"patients waiting less than 26 weeks (all stages of pathway)",2025-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
431486,"patients waiting less than 26 weeks (all stages of pathway)",2025-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
422844,"patients waiting less than 26 weeks (all stages of pathway)",2025-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
424866,"patients waiting less than 26 weeks (all stages of pathway)",2024-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
433110,"patients waiting less than 26 weeks (all stages of pathway)",2024-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
432811,"patients waiting less than 26 weeks (all stages of pathway)",2024-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
434359,"patients waiting less than 26 weeks (all stages of pathway)",2024-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
432702,"patients waiting less than 26 weeks (all stages of pathway)",2024-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
441350,"patients waiting less than 26 weeks (all stages of pathway)",2024-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
436653,"patients waiting less than 26 weeks (all stages of pathway)",2024-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
431922,"patients waiting less than 26 weeks (all stages of pathway)",2024-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
429374,"patients waiting less than 26 weeks (all stages of pathway)",2024-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
430217,"patients waiting less than 26 weeks (all stages of pathway)",2024-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
431012,"patients waiting less than 26 weeks (all stages of pathway)",2024-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
422809,"patients waiting less than 26 weeks (all stages of pathway)",2024-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
427451,"patients waiting less than 26 weeks (all stages of pathway)",2023-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
441899,"patients waiting less than 26 weeks (all stages of pathway)",2023-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
447553,"patients waiting less than 26 weeks (all stages of pathway)",2023-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
441471,"patients waiting less than 26 weeks (all stages of pathway)",2023-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
447647,"patients waiting less than 26 weeks (all stages of pathway)",2023-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
452220,"patients waiting less than 26 weeks (all stages of pathway)",2023-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
447097,"patients waiting less than 26 weeks (all stages of pathway)",2023-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
432644,"patients waiting less than 26 weeks (all stages of pathway)",2023-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
429626,"patients waiting less than 26 weeks (all stages of pathway)",2023-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
429676,"patients waiting less than 26 weeks (all stages of pathway)",2023-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
415689,"patients waiting less than 26 weeks (all stages of pathway)",2023-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
409068,"patients waiting less than 26 weeks (all stages of pathway)",2023-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
406230,"patients waiting less than 26 weeks (all stages of pathway)",2022-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
418824,"patients waiting less than 26 weeks (all stages of pathway)",2022-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
418960,"patients waiting less than 26 weeks (all stages of pathway)",2022-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
413773,"patients waiting less than 26 weeks (all stages of pathway)",2022-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
411489,"patients waiting less than 26 weeks (all stages of pathway)",2022-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
410392,"patients waiting less than 26 weeks (all stages of pathway)",2022-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
400961,"patients waiting less than 26 weeks (all stages of pathway)",2022-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
388952,"patients waiting less than 26 weeks (all stages of pathway)",2022-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
379638,"patients waiting less than 26 weeks (all stages of pathway)",2022-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
380289,"patients waiting less than 26 weeks (all stages of pathway)",2022-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
369510,"patients waiting less than 26 weeks (all stages of pathway)",2022-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
364736,"patients waiting less than 26 weeks (all stages of pathway)",2022-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
366696,"patients waiting less than 26 weeks (all stages of pathway)",2021-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
374187,"patients waiting less than 26 weeks (all stages of pathway)",2021-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
372556,"patients waiting less than 26 weeks (all stages of pathway)",2021-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
367747,"patients waiting less than 26 weeks (all stages of pathway)",2021-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
363624,"patients waiting less than 26 weeks (all stages of pathway)",2021-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
354235,"patients waiting less than 26 weeks (all stages of pathway)",2021-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
337662,"patients waiting less than 26 weeks (all stages of pathway)",2021-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
320555,"patients waiting less than 26 weeks (all stages of pathway)",2021-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
316859,"patients waiting less than 26 weeks (all stages of pathway)",2021-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
298703,"patients waiting less than 26 weeks (all stages of pathway)",2021-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
283706,"patients waiting less than 26 weeks (all stages of pathway)",2021-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
280117,"patients waiting less than 26 weeks (all stages of pathway)",2021-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
