"value","description","date","geography","sex","age","source_file"
387440,"patients waiting less than 26 weeks (all stages of pathway)",2019-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
393484,"patients waiting less than 26 weeks (all stages of pathway)",2019-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
397597,"patients waiting less than 26 weeks (all stages of pathway)",2019-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
397266,"patients waiting less than 26 weeks (all stages of pathway)",2019-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
401568,"patients waiting less than 26 weeks (all stages of pathway)",2019-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
403374,"patients waiting less than 26 weeks (all stages of pathway)",2019-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
399709,"patients waiting less than 26 weeks (all stages of pathway)",2019-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
396172,"patients waiting less than 26 weeks (all stages of pathway)",2019-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
393709,"patients waiting less than 26 weeks (all stages of pathway)",2019-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
393592,"patients waiting less than 26 weeks (all stages of pathway)",2019-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
387416,"patients waiting less than 26 weeks (all stages of pathway)",2019-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
378717,"patients waiting less than 26 weeks (all stages of pathway)",2019-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
219989,"patients waiting less than 26 weeks (all stages of pathway)",2025-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
227357,"patients waiting less than 26 weeks (all stages of pathway)",2025-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
241167,"patients waiting less than 26 weeks (all stages of pathway)",2025-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
249782,"patients waiting less than 26 weeks (all stages of pathway)",2025-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
269574,"patients waiting less than 26 weeks (all stages of pathway)",2025-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
266404,"patients waiting less than 26 weeks (all stages of pathway)",2025-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
268861,"patients waiting less than 26 weeks (all stages of pathway)",2025-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
275210,"patients waiting less than 26 weeks (all stages of pathway)",2025-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
273506,"patients waiting less than 26 weeks (all stages of pathway)",2025-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
268433,"patients waiting less than 26 weeks (all stages of pathway)",2025-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
275993,"patients waiting less than 26 weeks (all stages of pathway)",2025-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
283997,"patients waiting less than 26 weeks (all stages of pathway)",2025-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
284586,"patients waiting less than 26 weeks (all stages of pathway)",2024-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
283035,"patients waiting less than 26 weeks (all stages of pathway)",2024-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
280497,"patients waiting less than 26 weeks (all stages of pathway)",2024-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
277606,"patients waiting less than 26 weeks (all stages of pathway)",2024-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
284563,"patients waiting less than 26 weeks (all stages of pathway)",2024-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
275953,"patients waiting less than 26 weeks (all stages of pathway)",2024-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
271872,"patients waiting less than 26 weeks (all stages of pathway)",2024-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
265227,"patients waiting less than 26 weeks (all stages of pathway)",2024-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
257345,"patients waiting less than 26 weeks (all stages of pathway)",2024-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
251287,"patients waiting less than 26 weeks (all stages of pathway)",2024-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
244613,"patients waiting less than 26 weeks (all stages of pathway)",2024-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
242114,"patients waiting less than 26 weeks (all stages of pathway)",2024-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
240764,"patients waiting less than 26 weeks (all stages of pathway)",2023-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
234458,"patients waiting less than 26 weeks (all stages of pathway)",2023-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
231927,"patients waiting less than 26 weeks (all stages of pathway)",2023-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
229154,"patients waiting less than 26 weeks (all stages of pathway)",2023-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
234018,"patients waiting less than 26 weeks (all stages of pathway)",2023-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
231177,"patients waiting less than 26 weeks (all stages of pathway)",2023-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
229255,"patients waiting less than 26 weeks (all stages of pathway)",2023-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
229724,"patients waiting less than 26 weeks (all stages of pathway)",2023-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
232313,"patients waiting less than 26 weeks (all stages of pathway)",2023-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
227967,"patients waiting less than 26 weeks (all stages of pathway)",2023-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
237016,"patients waiting less than 26 weeks (all stages of pathway)",2023-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
244628,"patients waiting less than 26 weeks (all stages of pathway)",2023-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
248108,"patients waiting less than 26 weeks (all stages of pathway)",2022-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
252779,"patients waiting less than 26 weeks (all stages of pathway)",2022-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
259988,"patients waiting less than 26 weeks (all stages of pathway)",2022-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
263720,"patients waiting less than 26 weeks (all stages of pathway)",2022-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
271165,"patients waiting less than 26 weeks (all stages of pathway)",2022-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
268612,"patients waiting less than 26 weeks (all stages of pathway)",2022-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
263781,"patients waiting less than 26 weeks (all stages of pathway)",2022-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
260859,"patients waiting less than 26 weeks (all stages of pathway)",2022-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
258189,"patients waiting less than 26 weeks (all stages of pathway)",2022-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
253170,"patients waiting less than 26 weeks (all stages of pathway)",2022-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
251647,"patients waiting less than 26 weeks (all stages of pathway)",2022-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
250892,"patients waiting less than 26 weeks (all stages of pathway)",2022-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
245082,"patients waiting less than 26 weeks (all stages of pathway)",2021-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
242401,"patients waiting less than 26 weeks (all stages of pathway)",2021-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
242849,"patients waiting less than 26 weeks (all stages of pathway)",2021-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
241099,"patients waiting less than 26 weeks (all stages of pathway)",2021-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
244337,"patients waiting less than 26 weeks (all stages of pathway)",2021-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
239881,"patients waiting less than 26 weeks (all stages of pathway)",2021-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
233890,"patients waiting less than 26 weeks (all stages of pathway)",2021-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
228419,"patients waiting less than 26 weeks (all stages of pathway)",2021-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
223057,"patients waiting less than 26 weeks (all stages of pathway)",2021-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
217082,"patients waiting less than 26 weeks (all stages of pathway)",2021-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
218346,"patients waiting less than 26 weeks (all stages of pathway)",2021-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
222528,"patients waiting less than 26 weeks (all stages of pathway)",2021-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
226820,"patients waiting less than 26 weeks (all stages of pathway)",2020-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
231722,"patients waiting less than 26 weeks (all stages of pathway)",2020-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
205730,"patients waiting less than 26 weeks (all stages of pathway)",2020-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
169542,"patients waiting less than 26 weeks (all stages of pathway)",2020-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
149484,"patients waiting less than 26 weeks (all stages of pathway)",2020-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
120341,"patients waiting less than 26 weeks (all stages of pathway)",2020-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
90495,"patients waiting less than 26 weeks (all stages of pathway)",2020-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
65564,"patients waiting less than 26 weeks (all stages of pathway)",2020-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
44822,"patients waiting less than 26 weeks (all stages of pathway)",2020-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
28515,"patients waiting less than 26 weeks (all stages of pathway)",2020-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
25836,"patients waiting less than 26 weeks (all stages of pathway)",2020-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
27493,"patients waiting less than 26 weeks (all stages of pathway)",2020-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
25719,"patients waiting less than 26 weeks (all stages of pathway)",2019-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
23038,"patients waiting less than 26 weeks (all stages of pathway)",2019-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
21270,"patients waiting less than 26 weeks (all stages of pathway)",2019-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
18894,"patients waiting less than 26 weeks (all stages of pathway)",2019-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
19228,"patients waiting less than 26 weeks (all stages of pathway)",2019-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
15544,"patients waiting less than 26 weeks (all stages of pathway)",2019-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
13260,"patients waiting less than 26 weeks (all stages of pathway)",2019-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
12398,"patients waiting less than 26 weeks (all stages of pathway)",2019-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
11043,"patients waiting less than 26 weeks (all stages of pathway)",2019-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
8985,"patients waiting less than 26 weeks (all stages of pathway)",2019-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
13272,"patients waiting less than 26 weeks (all stages of pathway)",2019-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
14140,"patients waiting less than 26 weeks (all stages of pathway)",2019-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
128738,"patients waiting less than 26 weeks (all stages of pathway)",2025-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
133722,"patients waiting less than 26 weeks (all stages of pathway)",2025-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
142232,"patients waiting less than 26 weeks (all stages of pathway)",2025-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
148038,"patients waiting less than 26 weeks (all stages of pathway)",2025-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
158748,"patients waiting less than 26 weeks (all stages of pathway)",2025-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
156722,"patients waiting less than 26 weeks (all stages of pathway)",2025-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
157325,"patients waiting less than 26 weeks (all stages of pathway)",2025-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
163234,"patients waiting less than 26 weeks (all stages of pathway)",2025-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
159743,"patients waiting less than 26 weeks (all stages of pathway)",2025-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
155814,"patients waiting less than 26 weeks (all stages of pathway)",2025-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
161411,"patients waiting less than 26 weeks (all stages of pathway)",2025-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
168234,"patients waiting less than 26 weeks (all stages of pathway)",2025-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
174541,"patients waiting less than 26 weeks (all stages of pathway)",2024-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
173768,"patients waiting less than 26 weeks (all stages of pathway)",2024-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
172777,"patients waiting less than 26 weeks (all stages of pathway)",2024-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
169262,"patients waiting less than 26 weeks (all stages of pathway)",2024-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
169702,"patients waiting less than 26 weeks (all stages of pathway)",2024-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
164256,"patients waiting less than 26 weeks (all stages of pathway)",2024-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
160300,"patients waiting less than 26 weeks (all stages of pathway)",2024-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
154872,"patients waiting less than 26 weeks (all stages of pathway)",2024-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
148233,"patients waiting less than 26 weeks (all stages of pathway)",2024-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
143667,"patients waiting less than 26 weeks (all stages of pathway)",2024-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
140935,"patients waiting less than 26 weeks (all stages of pathway)",2024-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
138572,"patients waiting less than 26 weeks (all stages of pathway)",2024-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
140322,"patients waiting less than 26 weeks (all stages of pathway)",2023-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
136538,"patients waiting less than 26 weeks (all stages of pathway)",2023-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
134456,"patients waiting less than 26 weeks (all stages of pathway)",2023-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
133519,"patients waiting less than 26 weeks (all stages of pathway)",2023-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
134453,"patients waiting less than 26 weeks (all stages of pathway)",2023-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
133205,"patients waiting less than 26 weeks (all stages of pathway)",2023-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
132616,"patients waiting less than 26 weeks (all stages of pathway)",2023-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
136549,"patients waiting less than 26 weeks (all stages of pathway)",2023-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
136534,"patients waiting less than 26 weeks (all stages of pathway)",2023-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
135797,"patients waiting less than 26 weeks (all stages of pathway)",2023-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
146776,"patients waiting less than 26 weeks (all stages of pathway)",2023-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
152464,"patients waiting less than 26 weeks (all stages of pathway)",2023-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
161935,"patients waiting less than 26 weeks (all stages of pathway)",2022-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
168657,"patients waiting less than 26 weeks (all stages of pathway)",2022-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
176937,"patients waiting less than 26 weeks (all stages of pathway)",2022-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
181482,"patients waiting less than 26 weeks (all stages of pathway)",2022-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
183450,"patients waiting less than 26 weeks (all stages of pathway)",2022-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
181390,"patients waiting less than 26 weeks (all stages of pathway)",2022-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
177964,"patients waiting less than 26 weeks (all stages of pathway)",2022-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
176314,"patients waiting less than 26 weeks (all stages of pathway)",2022-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
171409,"patients waiting less than 26 weeks (all stages of pathway)",2022-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
168495,"patients waiting less than 26 weeks (all stages of pathway)",2022-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
168521,"patients waiting less than 26 weeks (all stages of pathway)",2022-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
170238,"patients waiting less than 26 weeks (all stages of pathway)",2022-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
173053,"patients waiting less than 26 weeks (all stages of pathway)",2021-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
173635,"patients waiting less than 26 weeks (all stages of pathway)",2021-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
175416,"patients waiting less than 26 weeks (all stages of pathway)",2021-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
172918,"patients waiting less than 26 weeks (all stages of pathway)",2021-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
170524,"patients waiting less than 26 weeks (all stages of pathway)",2021-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
167586,"patients waiting less than 26 weeks (all stages of pathway)",2021-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
166359,"patients waiting less than 26 weeks (all stages of pathway)",2021-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
169841,"patients waiting less than 26 weeks (all stages of pathway)",2021-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
174094,"patients waiting less than 26 weeks (all stages of pathway)",2021-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
177655,"patients waiting less than 26 weeks (all stages of pathway)",2021-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
158181,"patients waiting less than 26 weeks (all stages of pathway)",2021-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
135368,"patients waiting less than 26 weeks (all stages of pathway)",2021-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
116150,"patients waiting less than 26 weeks (all stages of pathway)",2020-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
94827,"patients waiting less than 26 weeks (all stages of pathway)",2020-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
76612,"patients waiting less than 26 weeks (all stages of pathway)",2020-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
55506,"patients waiting less than 26 weeks (all stages of pathway)",2020-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
39682,"patients waiting less than 26 weeks (all stages of pathway)",2020-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
26866,"patients waiting less than 26 weeks (all stages of pathway)",2020-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
18647,"patients waiting less than 26 weeks (all stages of pathway)",2020-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
14107,"patients waiting less than 26 weeks (all stages of pathway)",2020-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
10297,"patients waiting less than 26 weeks (all stages of pathway)",2020-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
7561,"patients waiting less than 26 weeks (all stages of pathway)",2020-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
6726,"patients waiting less than 26 weeks (all stages of pathway)",2020-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
6460,"patients waiting less than 26 weeks (all stages of pathway)",2020-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
6221,"patients waiting less than 26 weeks (all stages of pathway)",2019-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
5342,"patients waiting less than 26 weeks (all stages of pathway)",2019-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
4779,"patients waiting less than 26 weeks (all stages of pathway)",2019-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
4312,"patients waiting less than 26 weeks (all stages of pathway)",2019-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
4197,"patients waiting less than 26 weeks (all stages of pathway)",2019-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
3836,"patients waiting less than 26 weeks (all stages of pathway)",2019-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
3641,"patients waiting less than 26 weeks (all stages of pathway)",2019-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
3695,"patients waiting less than 26 weeks (all stages of pathway)",2019-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
3421,"patients waiting less than 26 weeks (all stages of pathway)",2019-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
3428,"patients waiting less than 26 weeks (all stages of pathway)",2019-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
4057,"patients waiting less than 26 weeks (all stages of pathway)",2019-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
4258,"patients waiting less than 26 weeks (all stages of pathway)",2019-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
5252,"patients waiting less than 26 weeks (all stages of pathway)",2025-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
6883,"patients waiting less than 26 weeks (all stages of pathway)",2025-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
7333,"patients waiting less than 26 weeks (all stages of pathway)",2025-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
6678,"patients waiting less than 26 weeks (all stages of pathway)",2025-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
8848,"patients waiting less than 26 weeks (all stages of pathway)",2025-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
8110,"patients waiting less than 26 weeks (all stages of pathway)",2025-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
7550,"patients waiting less than 26 weeks (all stages of pathway)",2025-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
10338,"patients waiting less than 26 weeks (all stages of pathway)",2025-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
9650,"patients waiting less than 26 weeks (all stages of pathway)",2025-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
8389,"patients waiting less than 26 weeks (all stages of pathway)",2025-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
15505,"patients waiting less than 26 weeks (all stages of pathway)",2025-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
21087,"patients waiting less than 26 weeks (all stages of pathway)",2025-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
23621,"patients waiting less than 26 weeks (all stages of pathway)",2024-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
24361,"patients waiting less than 26 weeks (all stages of pathway)",2024-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
24202,"patients waiting less than 26 weeks (all stages of pathway)",2024-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
23701,"patients waiting less than 26 weeks (all stages of pathway)",2024-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
24193,"patients waiting less than 26 weeks (all stages of pathway)",2024-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
23830,"patients waiting less than 26 weeks (all stages of pathway)",2024-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
23418,"patients waiting less than 26 weeks (all stages of pathway)",2024-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
22455,"patients waiting less than 26 weeks (all stages of pathway)",2024-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
21290,"patients waiting less than 26 weeks (all stages of pathway)",2024-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
20636,"patients waiting less than 26 weeks (all stages of pathway)",2024-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
22980,"patients waiting less than 26 weeks (all stages of pathway)",2024-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
23447,"patients waiting less than 26 weeks (all stages of pathway)",2024-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
24248,"patients waiting less than 26 weeks (all stages of pathway)",2023-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
24785,"patients waiting less than 26 weeks (all stages of pathway)",2023-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
25669,"patients waiting less than 26 weeks (all stages of pathway)",2023-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
26439,"patients waiting less than 26 weeks (all stages of pathway)",2023-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
27041,"patients waiting less than 26 weeks (all stages of pathway)",2023-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
27681,"patients waiting less than 26 weeks (all stages of pathway)",2023-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
28331,"patients waiting less than 26 weeks (all stages of pathway)",2023-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
30769,"patients waiting less than 26 weeks (all stages of pathway)",2023-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
31481,"patients waiting less than 26 weeks (all stages of pathway)",2023-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
31726,"patients waiting less than 26 weeks (all stages of pathway)",2023-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
37594,"patients waiting less than 26 weeks (all stages of pathway)",2023-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
41103,"patients waiting less than 26 weeks (all stages of pathway)",2023-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
45385,"patients waiting less than 26 weeks (all stages of pathway)",2022-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
49594,"patients waiting less than 26 weeks (all stages of pathway)",2022-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
54491,"patients waiting less than 26 weeks (all stages of pathway)",2022-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
57284,"patients waiting less than 26 weeks (all stages of pathway)",2022-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
59350,"patients waiting less than 26 weeks (all stages of pathway)",2022-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
60557,"patients waiting less than 26 weeks (all stages of pathway)",2022-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
62136,"patients waiting less than 26 weeks (all stages of pathway)",2022-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
65053,"patients waiting less than 26 weeks (all stages of pathway)",2022-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
68032,"patients waiting less than 26 weeks (all stages of pathway)",2022-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
